time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,precipAccumulation,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,dewPoint,humidity,windSpeed,windBearing,visibility,cloudCover,pressure
2014-03-08T06:00:00Z,Clear throughout the day.,clear-day,2014-03-08T12:23:14Z,2014-03-08T23:56:21Z,0.26,0,0,NA,0,NA,NA,-6.92,2014-03-09T04:00:00Z,1.06,2014-03-08T06:00:00Z,-12.81,2014-03-09T04:00:00Z,-2.56,2014-03-08T06:00:00Z,-6.79,0.7,2.58,1,14.53,0.18,1022.66
2014-03-09T06:00:00Z,Clear throughout the day.,clear-day,2014-03-09T12:21:30Z,2014-03-09T23:57:34Z,0.29,0,0,NA,0,NA,NA,-8.42,2014-03-09T10:00:00Z,3.97,2014-03-10T04:00:00Z,-13.58,2014-03-09T10:00:00Z,0.15,2014-03-10T04:00:00Z,-6.51,0.71,4.45,215,16.05,0.05,1016.89
2014-03-10T05:00:00Z,Clear throughout the day.,clear-day,2014-03-10T12:19:45Z,2014-03-10T23:58:46Z,0.32,0,0,NA,0,NA,NA,2.16,2014-03-10T12:00:00Z,12.65,2014-03-10T19:00:00Z,-0.08,2014-03-10T10:00:00Z,12.65,2014-03-10T19:00:00Z,0.45,0.66,3.4,235,16.09,0.07,1004.54
2014-03-11T05:00:00Z,"Light rain starting in the afternoon, continuing until evening.",rain,2014-03-11T12:18:01Z,2014-03-11T23:59:58Z,0.35,0.0381,0.3099,2014-03-11T23:00:00Z,0.52,rain,NA,1.77,2014-03-12T04:00:00Z,6.07,2014-03-11T16:00:00Z,-1.54,2014-03-12T04:00:00Z,2.61,2014-03-11T16:00:00Z,0.67,0.79,2.67,352,15.92,0.25,1007.5
2014-03-12T05:00:00Z,Clear throughout the day.,clear-day,2014-03-12T12:16:15Z,2014-03-13T00:01:10Z,0.37,0,0,NA,0,NA,NA,-7.65,2014-03-13T04:00:00Z,1.56,2014-03-12T05:00:00Z,-11.24,2014-03-13T03:00:00Z,-2.26,2014-03-12T05:00:00Z,-8.02,0.69,4.01,37,14.39,0.23,1015.29
2014-03-13T05:00:00Z,Clear throughout the day.,clear-day,2014-03-13T12:14:30Z,2014-03-14T00:02:21Z,0.4,0,0,NA,0,NA,NA,-9.73,2014-03-13T07:00:00Z,2.83,2014-03-13T21:00:00Z,-13.72,2014-03-13T12:00:00Z,-1.98,2014-03-13T21:00:00Z,-7.64,0.71,4.2,193,16.09,0.05,1015.42
2014-03-14T05:00:00Z,Clear throughout the day.,clear-day,2014-03-14T12:12:44Z,2014-03-15T00:03:33Z,0.43,0,0,NA,0,NA,NA,3.02,2014-03-15T04:00:00Z,9.07,2014-03-14T18:00:00Z,-0.83,2014-03-15T04:00:00Z,6.12,2014-03-14T18:00:00Z,-0.68,0.66,4.42,251,16.08,0.09,1003.87
2014-03-15T05:00:00Z,Partly cloudy in the afternoon.,partly-cloudy-day,2014-03-15T12:10:58Z,2014-03-16T00:04:44Z,0.46,0,0,NA,0,NA,NA,-2.83,2014-03-15T12:00:00Z,2.41,2014-03-15T05:00:00Z,-8.54,2014-03-16T04:00:00Z,-1.94,2014-03-15T05:00:00Z,-6.51,0.61,1.81,358,16.09,0.19,1019.23
2014-03-16T05:00:00Z,Clear throughout the day.,clear-day,2014-03-16T12:09:11Z,2014-03-17T00:05:55Z,0.49,0,0,NA,0,NA,NA,-11.29,2014-03-16T12:00:00Z,-2.99,2014-03-16T05:00:00Z,-20.02,2014-03-16T12:00:00Z,-10,2014-03-16T05:00:00Z,-12.89,0.63,5.46,56,16.01,0.11,1028.75
2014-03-17T05:00:00Z,Clear throughout the day.,clear-day,2014-03-17T12:07:24Z,2014-03-18T00:07:05Z,0.53,0,0,NA,0,NA,NA,-10.53,2014-03-17T09:00:00Z,2.39,2014-03-17T23:00:00Z,-14.54,2014-03-17T12:00:00Z,-2.18,2014-03-17T23:00:00Z,-10.57,0.63,4.08,157,16.09,0.12,1013.81
2014-03-18T05:00:00Z,Light rain overnight.,rain,2014-03-18T12:05:37Z,2014-03-19T00:08:16Z,0.56,0,0.0229,2014-03-19T04:00:00Z,0,NA,NA,-3.22,2014-03-18T12:00:00Z,7.6,2014-03-18T20:00:00Z,-7.62,2014-03-18T12:00:00Z,4.28,2014-03-18T20:00:00Z,-1.86,0.75,4.03,130,14.56,0.06,1008.77
2014-03-19T05:00:00Z,Light rain in the morning.,rain,2014-03-19T12:03:50Z,2014-03-20T00:09:26Z,0.6,0.1321,1.1354,2014-03-19T06:00:00Z,0.69,rain,NA,0.67,2014-03-19T15:00:00Z,3.41,2014-03-19T19:00:00Z,-4.59,2014-03-20T02:00:00Z,-0.97,2014-03-19T19:00:00Z,-0.63,0.85,3.58,309,8.3,NA,1007.62
2014-03-20T05:00:00Z,Clear throughout the day.,clear-day,2014-03-20T12:02:03Z,2014-03-21T00:10:36Z,0.63,0,0,NA,0,NA,NA,-1.72,2014-03-21T04:00:00Z,6.85,2014-03-20T20:00:00Z,-5.65,2014-03-20T11:00:00Z,4.49,2014-03-20T20:00:00Z,-4.54,0.64,2.27,287,15.84,0.07,1016.61
2014-03-21T05:00:00Z,Clear throughout the day.,clear-day,2014-03-21T12:00:16Z,2014-03-22T00:11:46Z,0.67,0,0,NA,0,NA,NA,-3.52,2014-03-21T08:00:00Z,9.66,2014-03-21T20:00:00Z,-6.83,2014-03-21T12:00:00Z,6.84,2014-03-21T20:00:00Z,-1.62,0.72,1.7,163,15.35,0.06,1011.78
2014-03-22T05:00:00Z,Clear throughout the day.,clear-day,2014-03-22T11:58:28Z,2014-03-23T00:12:56Z,0.7,0,0,NA,0,NA,NA,-5.84,2014-03-23T04:00:00Z,3.51,2014-03-22T05:00:00Z,-12.29,2014-03-23T04:00:00Z,-1.83,2014-03-22T05:00:00Z,-7.57,0.59,5.08,317,16.06,0.18,1021.9
2014-03-23T05:00:00Z,Clear throughout the day.,clear-day,2014-03-23T11:56:41Z,2014-03-24T00:14:06Z,0.74,0,0,NA,0,NA,NA,-10.29,2014-03-23T12:00:00Z,-2.05,2014-03-23T22:00:00Z,-16.55,2014-03-23T12:00:00Z,-6.78,2014-03-23T22:00:00Z,-14.96,0.51,3.64,326,16.09,0.05,1030.77
2014-03-24T05:00:00Z,Snow (1–4 cm.) overnight.,snow,2014-03-24T11:54:53Z,2014-03-25T00:15:15Z,0.78,0.0533,0.6477,2014-03-25T04:00:00Z,0.62,snow,1.334,-8.46,2014-03-24T09:00:00Z,1.06,2014-03-24T19:00:00Z,-12.13,2014-03-24T06:00:00Z,-3.47,2014-03-24T19:00:00Z,-10.86,0.59,2.59,261,15.71,0.12,1024.78
2014-03-25T05:00:00Z,"Partly cloudy starting in the afternoon, continuing until evening.",partly-cloudy-day,2014-03-25T11:53:06Z,2014-03-26T00:16:25Z,0.82,0.0457,0.6223,2014-03-25T06:00:00Z,0.61,snow,1.427,-8.23,2014-03-26T04:00:00Z,-2.99,2014-03-25T05:00:00Z,-15.67,2014-03-25T15:00:00Z,-7.52,2014-03-25T05:00:00Z,-13.79,0.56,4.49,308,15.69,0.14,1020.94
2014-03-26T05:00:00Z,Clear throughout the day.,clear-day,2014-03-26T11:51:19Z,2014-03-27T00:17:34Z,0.85,0,0,NA,0,NA,NA,-11.58,2014-03-26T10:00:00Z,2.78,2014-03-27T04:00:00Z,-16.99,2014-03-26T10:00:00Z,-3.03,2014-03-27T04:00:00Z,-11.03,0.58,4.76,180,16.09,0.12,1021.72
2014-03-27T05:00:00Z,Rain starting in the afternoon.,rain,2014-03-27T11:49:31Z,2014-03-28T00:18:44Z,0.89,0.3099,1.8567,2014-03-28T03:00:00Z,0.74,rain,NA,1.61,2014-03-27T11:00:00Z,7.97,2014-03-28T03:00:00Z,-3.57,2014-03-27T11:00:00Z,5.54,2014-03-28T03:00:00Z,1.37,0.84,5.88,179,8.95,NA,1003.93
2014-03-28T05:00:00Z,Clear throughout the day.,clear-day,2014-03-28T11:47:44Z,2014-03-29T00:19:53Z,0.93,0.1397,1.2116,2014-03-28T06:00:00Z,0.7,rain,NA,0.5,2014-03-29T04:00:00Z,5.77,2014-03-28T05:00:00Z,-5.07,2014-03-28T13:00:00Z,3.44,2014-03-28T05:00:00Z,-0.69,0.81,2.83,337,14.29,0.29,1013.35
2014-03-29T05:00:00Z,Clear throughout the day.,clear-day,2014-03-29T11:45:57Z,2014-03-30T00:21:02Z,0.96,0,0,NA,0,NA,NA,-1.41,2014-03-29T11:00:00Z,7.62,2014-03-29T21:00:00Z,-4.64,2014-03-29T11:00:00Z,5.5,2014-03-29T21:00:00Z,-3.24,0.67,2.37,53,14.18,0.11,1024.43
2014-03-30T05:00:00Z,Clear throughout the day.,clear-day,2014-03-30T11:44:11Z,2014-03-31T00:22:11Z,0.99,0,0,NA,0,NA,NA,-2.61,2014-03-30T09:00:00Z,13.72,2014-03-30T22:00:00Z,-5.77,2014-03-30T11:00:00Z,13.72,2014-03-30T22:00:00Z,-2.22,0.59,4.53,181,16.09,0.04,1020.2
2014-03-31T05:00:00Z,"Windy starting in the afternoon, continuing until evening.",wind,2014-03-31T11:42:24Z,2014-04-01T00:23:21Z,0.04,0,0,NA,0,NA,NA,6.67,2014-03-31T10:00:00Z,17.97,2014-03-31T20:00:00Z,3.94,2014-03-31T10:00:00Z,17.97,2014-03-31T20:00:00Z,2.9,0.55,7.35,168,16.09,0.1,1009.49
2014-04-01T05:00:00Z,Mostly cloudy in the afternoon.,partly-cloudy-day,2014-04-01T11:40:38Z,2014-04-02T00:24:30Z,0.07,0,0,NA,0,NA,NA,-2.83,2014-04-01T14:00:00Z,12.34,2014-04-01T05:00:00Z,-10.64,2014-04-01T13:00:00Z,12.34,2014-04-01T05:00:00Z,-4.51,0.61,6.29,252,16.05,0.22,1009.83
2014-04-02T05:00:00Z,Partly cloudy in the evening.,partly-cloudy-night,2014-04-02T11:38:52Z,2014-04-03T00:25:39Z,0.11,0,0,NA,0,NA,NA,-4.24,2014-04-02T12:00:00Z,9.95,2014-04-02T22:00:00Z,-6.73,2014-04-02T08:00:00Z,7.32,2014-04-02T22:00:00Z,-4.42,0.62,2.76,57,15.82,0.07,1021.13
2014-04-03T05:00:00Z,Light rain overnight.,rain,2014-04-03T11:37:07Z,2014-04-04T00:26:48Z,0.14,0.0025,0.0508,2014-04-03T07:00:00Z,0.05,rain,NA,2.12,2014-04-03T06:00:00Z,3.73,2014-04-03T20:00:00Z,-2.93,2014-04-03T13:00:00Z,-1.69,2014-04-03T20:00:00Z,-2.66,0.67,6.87,80,15.88,NA,1013.48
2014-04-04T05:00:00Z,Drizzle in the morning.,rain,2014-04-04T11:35:21Z,2014-04-05T00:27:58Z,0.17,0.0686,0.5131,2014-04-04T06:00:00Z,0.59,rain,NA,1.28,2014-04-05T01:00:00Z,3.01,2014-04-04T18:00:00Z,-4.28,2014-04-05T01:00:00Z,-1.95,2014-04-04T18:00:00Z,-0.69,0.83,2.88,316,10.94,NA,1004.5
2014-04-05T05:00:00Z,Clear throughout the day.,clear-day,2014-04-05T11:33:37Z,2014-04-06T00:29:07Z,0.2,0,0,NA,0,NA,NA,-3.35,2014-04-05T12:00:00Z,11.05,2014-04-05T22:00:00Z,-8.42,2014-04-05T12:00:00Z,11.05,2014-04-05T22:00:00Z,-4.06,0.59,2.35,248,16.09,0.02,1020.36
2014-04-06T05:00:00Z,Clear throughout the day.,clear-day,2014-04-06T11:31:52Z,2014-04-07T00:30:16Z,0.23,0,0,NA,0,NA,NA,0.99,2014-04-06T09:00:00Z,14.62,2014-04-06T20:00:00Z,-1.6,2014-04-06T10:00:00Z,14.62,2014-04-06T20:00:00Z,-0.82,0.55,3.8,188,16.09,0.06,1017.03
2014-04-07T05:00:00Z,Light rain in the evening.,rain,2014-04-07T11:30:08Z,2014-04-08T00:31:26Z,0.26,0.094,1.0897,2014-04-08T01:00:00Z,0.68,rain,NA,4.11,2014-04-07T11:00:00Z,15.8,2014-04-07T19:00:00Z,2.56,2014-04-07T12:00:00Z,15.8,2014-04-07T19:00:00Z,2.56,0.63,1.14,343,15.61,0.24,1008.32
2014-04-08T05:00:00Z,Partly cloudy in the afternoon.,partly-cloudy-day,2014-04-08T11:28:25Z,2014-04-09T00:32:35Z,0.29,0,0.0254,2014-04-08T08:00:00Z,0,NA,NA,3.78,2014-04-08T12:00:00Z,14.17,2014-04-08T19:00:00Z,0.82,2014-04-08T12:00:00Z,14.17,2014-04-08T19:00:00Z,1.54,0.62,3.83,333,16.01,0.24,1008.96
2014-04-09T05:00:00Z,Clear throughout the day.,clear-day,2014-04-09T11:26:42Z,2014-04-10T00:33:45Z,0.32,0,0,NA,0,NA,NA,-0.65,2014-04-09T12:00:00Z,17.01,2014-04-09T22:00:00Z,-5.4,2014-04-09T12:00:00Z,17.01,2014-04-09T22:00:00Z,-2.61,0.48,3.25,222,16.06,0.04,1012.97
2014-04-10T05:00:00Z,Clear throughout the day.,clear-day,2014-04-10T11:25:00Z,2014-04-11T00:34:54Z,0.35,0,0,NA,0,NA,NA,7.44,2014-04-11T04:00:00Z,16.89,2014-04-10T23:00:00Z,6.38,2014-04-11T03:00:00Z,16.89,2014-04-10T23:00:00Z,-3.32,0.35,3.17,257,16.09,0.05,1007.23
2014-04-11T05:00:00Z,Clear throughout the day.,clear-day,2014-04-11T11:23:18Z,2014-04-12T00:36:04Z,0.38,0,0,NA,0,NA,NA,3.21,2014-04-11T09:00:00Z,19.39,2014-04-11T23:00:00Z,2.99,2014-04-11T05:00:00Z,19.39,2014-04-11T23:00:00Z,-2.43,0.42,1.65,255,16.09,0.04,1015.38
2014-04-12T05:00:00Z,Heavy rain starting in the evening.,rain,2014-04-12T11:21:38Z,2014-04-13T00:37:13Z,0.41,0.0889,0.5486,2014-04-12T15:00:00Z,0.6,rain,NA,6.88,2014-04-12T10:00:00Z,16.31,2014-04-12T22:00:00Z,4.81,2014-04-12T10:00:00Z,16.31,2014-04-12T22:00:00Z,4.08,0.66,2.7,97,14.93,0.13,1010.3
2014-04-13T05:00:00Z,Rain in the morning and afternoon.,rain,2014-04-13T11:19:57Z,2014-04-14T00:38:23Z,0.44,1.458,5.6337,2014-04-13T06:00:00Z,0.84,rain,NA,6.56,2014-04-14T04:00:00Z,10.94,2014-04-13T19:00:00Z,1.82,2014-04-14T04:00:00Z,10.94,2014-04-13T19:00:00Z,7.87,0.93,3.47,39,7.63,0.44,1005.07
2014-04-14T05:00:00Z,Light rain in the morning.,rain,2014-04-14T11:18:18Z,2014-04-15T00:39:33Z,0.48,0.2819,2.3825,2014-04-14T05:00:00Z,0.77,rain,NA,-2.46,2014-04-15T04:00:00Z,5.84,2014-04-14T05:00:00Z,-6.91,2014-04-15T04:00:00Z,1.09,2014-04-14T05:00:00Z,-1.66,0.84,5.89,345,11.99,NA,1009.89
2014-04-15T05:00:00Z,Clear throughout the day.,clear-day,2014-04-15T11:16:39Z,2014-04-16T00:40:43Z,0.51,0,0,NA,0,NA,NA,-7.15,2014-04-15T11:00:00Z,2.17,2014-04-15T22:00:00Z,-10.52,2014-04-15T09:00:00Z,-0.37,2014-04-15T22:00:00Z,-9.15,0.61,2.24,303,15.35,0.1,1020.44
2014-04-16T05:00:00Z,"Windy starting in the afternoon, continuing until evening.",wind,2014-04-16T11:15:01Z,2014-04-17T00:41:53Z,0.55,0,0,NA,0,NA,NA,-2.39,2014-04-16T05:00:00Z,10.66,2014-04-16T21:00:00Z,-6.11,2014-04-16T09:00:00Z,10.66,2014-04-16T21:00:00Z,-3.9,0.56,6.74,152,16.09,0.1,1021.17
2014-04-17T05:00:00Z,Clear throughout the day.,clear-day,2014-04-17T11:13:23Z,2014-04-18T00:43:03Z,0.58,0,0,NA,0,NA,NA,3.11,2014-04-18T04:00:00Z,12.46,2014-04-17T21:00:00Z,0.65,2014-04-18T04:00:00Z,12.46,2014-04-17T21:00:00Z,0.62,0.61,2.22,207,16.09,0.25,1020.73
2014-04-18T05:00:00Z,Clear throughout the day.,clear-day,2014-04-18T11:11:47Z,2014-04-19T00:44:13Z,0.62,0,0,NA,0,NA,NA,-2.01,2014-04-18T10:00:00Z,12.78,2014-04-18T22:00:00Z,-5.12,2014-04-18T10:00:00Z,12.78,2014-04-18T22:00:00Z,-1.59,0.65,1.71,36,15,0.02,1027.89
2014-04-19T05:00:00Z,Clear throughout the day.,clear-day,2014-04-19T11:10:11Z,2014-04-20T00:45:23Z,0.65,0,0,NA,0,NA,NA,0.16,2014-04-19T10:00:00Z,19.12,2014-04-19T22:00:00Z,-3.28,2014-04-19T10:00:00Z,19.12,2014-04-19T22:00:00Z,-0.72,0.52,4.05,140,16.09,0.04,1026.18
2014-04-20T05:00:00Z,Clear throughout the day.,clear-day,2014-04-20T11:08:37Z,2014-04-21T00:46:33Z,0.69,0.0102,0.1549,2014-04-21T04:00:00Z,0.27,rain,NA,11.26,2014-04-20T12:00:00Z,24.43,2014-04-20T20:00:00Z,11.26,2014-04-20T12:00:00Z,24.43,2014-04-20T20:00:00Z,6.02,0.51,3.12,186,15.88,0.1,1019
2014-04-21T05:00:00Z,Light rain until afternoon.,rain,2014-04-21T11:07:03Z,2014-04-22T00:47:43Z,0.73,0.1016,0.8687,2014-04-21T16:00:00Z,0.66,rain,NA,12.65,2014-04-21T12:00:00Z,19.91,2014-04-21T22:00:00Z,12.65,2014-04-21T12:00:00Z,19.91,2014-04-21T22:00:00Z,11.01,0.72,1.76,244,14.6,0.14,1011.83
2014-04-22T05:00:00Z,Clear throughout the day.,clear-day,2014-04-22T11:05:30Z,2014-04-23T00:48:53Z,0.77,0,0,NA,0,NA,NA,4.56,2014-04-22T11:00:00Z,14.33,2014-04-22T21:00:00Z,0.83,2014-04-22T11:00:00Z,14.33,2014-04-22T21:00:00Z,-2.18,0.46,4.9,335,16.09,0.02,1015.83
2014-04-23T05:00:00Z,Light rain starting in the evening.,rain,2014-04-23T11:03:58Z,2014-04-24T00:50:03Z,0.8,0.1041,0.9296,2014-04-24T03:00:00Z,0.66,rain,NA,-0.83,2014-04-23T11:00:00Z,12.84,2014-04-23T20:00:00Z,-0.94,2014-04-23T08:00:00Z,12.84,2014-04-23T20:00:00Z,-2.34,0.57,2.45,104,15.84,0.08,1020.52
2014-04-24T05:00:00Z,Light rain in the morning and afternoon.,rain,2014-04-24T11:02:27Z,2014-04-25T00:51:13Z,0.84,0.254,0.696,2014-04-25T03:00:00Z,0.63,rain,NA,2.17,2014-04-24T09:00:00Z,12.68,2014-04-24T20:00:00Z,-2.41,2014-04-24T09:00:00Z,12.68,2014-04-24T20:00:00Z,3.77,0.77,4.09,116,14.31,NA,1011.65
2014-04-25T05:00:00Z,Partly cloudy in the evening.,partly-cloudy-day,2014-04-25T11:00:57Z,2014-04-26T00:52:24Z,0.88,0.061,0.5664,2014-04-25T06:00:00Z,0.6,rain,NA,5.99,2014-04-25T12:00:00Z,19.23,2014-04-25T21:00:00Z,3.63,2014-04-25T12:00:00Z,19.23,2014-04-25T21:00:00Z,3.78,0.62,3.68,291,13.86,0.2,1008.09
2014-04-26T05:00:00Z,Clear throughout the day.,clear-day,2014-04-26T10:59:29Z,2014-04-27T00:53:34Z,0.91,0,0,NA,0,NA,NA,3.55,2014-04-26T11:00:00Z,11.93,2014-04-26T20:00:00Z,0.46,2014-04-26T12:00:00Z,11.93,2014-04-26T20:00:00Z,0.17,0.6,4.45,45,16.09,0.03,1015.68
2014-04-27T05:00:00Z,"Rain in the morning and evening and windy starting in the afternoon, continuing until evening.",rain,2014-04-27T10:58:01Z,2014-04-28T00:54:44Z,0.95,0.2134,1.3665,2014-04-28T00:00:00Z,0.71,rain,NA,4.78,2014-04-27T08:00:00Z,10.95,2014-04-27T22:00:00Z,0.46,2014-04-27T14:00:00Z,10.95,2014-04-27T22:00:00Z,1.77,0.71,7.13,89,15.79,0.37,1014.93
2014-04-28T05:00:00Z,"Breezy in the morning and rain until afternoon, starting again in the evening.",rain,2014-04-28T10:56:35Z,2014-04-29T00:55:54Z,0.99,0.5817,3.1826,2014-04-29T03:00:00Z,0.8,rain,NA,5.5,2014-04-28T14:00:00Z,9.51,2014-04-29T00:00:00Z,0.13,2014-04-28T14:00:00Z,5.98,2014-04-29T00:00:00Z,3.94,0.8,8.99,88,13.39,NA,1006.36
2014-04-29T05:00:00Z,Light rain in the morning and afternoon.,rain,2014-04-29T10:55:09Z,2014-04-30T00:57:04Z,0.02,0.1905,1.209,2014-04-29T09:00:00Z,0.7,rain,NA,4.94,2014-04-29T11:00:00Z,10.08,2014-04-30T00:00:00Z,1.08,2014-04-29T12:00:00Z,10.08,2014-04-30T00:00:00Z,6.26,0.92,3.3,75,11.65,NA,1001
2014-04-30T05:00:00Z,Clear throughout the day.,clear-day,2014-04-30T10:53:45Z,2014-05-01T00:58:14Z,0.05,0,0.0229,2014-04-30T09:00:00Z,0,NA,NA,6.18,2014-05-01T04:00:00Z,8.69,2014-04-30T06:00:00Z,3.71,2014-05-01T04:00:00Z,6.92,2014-04-30T06:00:00Z,5.2,0.85,3.64,194,14.23,NA,1005.33
2014-05-01T05:00:00Z,"Drizzle starting in the afternoon, continuing until evening.",rain,2014-05-01T10:52:22Z,2014-05-02T00:59:23Z,0.09,0.033,0.1981,2014-05-01T23:00:00Z,0.38,rain,NA,4.21,2014-05-01T11:00:00Z,9.52,2014-05-01T20:00:00Z,1.73,2014-05-01T13:00:00Z,7.04,2014-05-01T20:00:00Z,4.23,0.85,3.03,253,14.56,NA,1005.71
2014-05-02T05:00:00Z,Light rain starting in the evening.,rain,2014-05-02T10:51:01Z,2014-05-03T01:00:33Z,0.12,0.0254,0.3378,2014-05-03T02:00:00Z,0.53,rain,NA,6.95,2014-05-02T10:00:00Z,11.29,2014-05-02T23:00:00Z,4.89,2014-05-02T12:00:00Z,11.29,2014-05-02T23:00:00Z,4.98,0.77,2.62,244,15.95,0.7,1007.27
2014-05-03T05:00:00Z,Partly cloudy until evening.,partly-cloudy-day,2014-05-03T10:49:41Z,2014-05-04T01:01:42Z,0.15,0,0,NA,0,NA,NA,6.9,2014-05-03T11:00:00Z,16.78,2014-05-03T21:00:00Z,4.67,2014-05-03T09:00:00Z,16.78,2014-05-03T21:00:00Z,3.15,0.59,4.72,290,15.76,0.25,1007.36
2014-05-04T05:00:00Z,Clear throughout the day.,clear-day,2014-05-04T10:48:22Z,2014-05-05T01:02:52Z,0.18,0,0,NA,0,NA,NA,6.07,2014-05-04T11:00:00Z,14.77,2014-05-04T22:00:00Z,3.63,2014-05-04T11:00:00Z,14.77,2014-05-04T22:00:00Z,-2.07,0.43,1.38,20,16.09,0.13,1016.3
2014-05-05T05:00:00Z,Clear throughout the day.,clear-day,2014-05-05T10:47:04Z,2014-05-06T01:04:01Z,0.21,0,0,NA,0,NA,NA,5.72,2014-05-05T10:00:00Z,14.89,2014-05-05T21:00:00Z,2.85,2014-05-05T10:00:00Z,14.89,2014-05-05T21:00:00Z,0.23,0.53,4.83,80,16.09,0.14,1016.67
2014-05-06T05:00:00Z,Clear throughout the day.,clear-day,2014-05-06T10:45:48Z,2014-05-07T01:05:09Z,0.24,0,0,NA,0,NA,NA,3.22,2014-05-06T10:00:00Z,17.3,2014-05-06T20:00:00Z,0.47,2014-05-06T11:00:00Z,17.3,2014-05-06T20:00:00Z,1.78,0.56,5.48,88,16.09,0.11,1015.54
2014-05-07T05:00:00Z,Light rain in the morning.,rain,2014-05-07T10:44:33Z,2014-05-08T01:06:18Z,0.27,0.0711,1.0592,2014-05-07T16:00:00Z,0.68,rain,NA,9.5,2014-05-07T11:00:00Z,16.63,2014-05-07T21:00:00Z,6.62,2014-05-07T11:00:00Z,16.63,2014-05-07T21:00:00Z,5.9,0.64,5.37,90,16.05,0.18,1010.35
2014-05-08T05:00:00Z,Partly cloudy starting in the evening.,partly-cloudy-night,2014-05-08T10:43:20Z,2014-05-09T01:07:26Z,0.3,0,0,NA,0,NA,NA,10.4,2014-05-08T07:00:00Z,28.22,2014-05-08T22:00:00Z,10.4,2014-05-08T07:00:00Z,27.98,2014-05-08T22:00:00Z,13.5,0.67,3.51,189,14.42,0.18,1007.45
2014-05-09T05:00:00Z,Partly cloudy in the afternoon.,partly-cloudy-day,2014-05-09T10:42:08Z,2014-05-10T01:08:34Z,0.33,0.0076,0.1549,2014-05-09T08:00:00Z,0.27,rain,NA,11.07,2014-05-10T04:00:00Z,21.89,2014-05-09T05:00:00Z,11.07,2014-05-10T04:00:00Z,21.89,2014-05-09T05:00:00Z,10.34,0.68,5.27,232,16.01,0.33,1005.12
2014-05-10T05:00:00Z,Clear throughout the day.,clear-day,2014-05-10T10:40:57Z,2014-05-11T01:09:41Z,0.36,0,0,NA,0,NA,NA,5.39,2014-05-10T11:00:00Z,22.38,2014-05-10T21:00:00Z,5.39,2014-05-10T11:00:00Z,22.38,2014-05-10T21:00:00Z,5.37,0.56,1.05,241,15.88,0.15,1012.57
2014-05-11T05:00:00Z,"Rain starting in the afternoon, continuing until evening.",rain,2014-05-11T10:39:48Z,2014-05-12T01:10:48Z,0.39,0.2413,3.9446,2014-05-11T22:00:00Z,0.82,rain,NA,13.46,2014-05-11T10:00:00Z,25.05,2014-05-11T19:00:00Z,13.46,2014-05-11T10:00:00Z,25.05,2014-05-11T19:00:00Z,11.79,0.65,2.06,153,15.58,0.15,1012.16
2014-05-12T05:00:00Z,"Rain until afternoon, starting again in the evening.",rain,2014-05-12T10:38:41Z,2014-05-13T01:11:54Z,0.43,0.5486,2.5552,2014-05-12T08:00:00Z,0.78,rain,NA,17.34,2014-05-12T06:00:00Z,24.57,2014-05-12T21:00:00Z,17.34,2014-05-12T06:00:00Z,24.57,2014-05-12T21:00:00Z,17.83,0.85,3.42,164,14.34,0.32,1009.07
2014-05-13T05:00:00Z,Light rain in the morning.,rain,2014-05-13T10:37:36Z,2014-05-14T01:13:00Z,0.46,0.1676,2.733,2014-05-13T05:00:00Z,0.78,rain,NA,9.78,2014-05-14T04:00:00Z,18.46,2014-05-13T05:00:00Z,9.26,2014-05-14T04:00:00Z,18.46,2014-05-13T05:00:00Z,9.42,0.79,2.97,273,15.1,0.42,1014.23
2014-05-14T05:00:00Z,Partly cloudy overnight.,partly-cloudy-night,2014-05-14T10:36:31Z,2014-05-15T01:14:06Z,0.49,0,0,NA,0,NA,NA,5.33,2014-05-14T10:00:00Z,13.46,2014-05-14T20:00:00Z,4.44,2014-05-14T10:00:00Z,13.46,2014-05-14T20:00:00Z,2.68,0.61,2.41,346,16.01,0.18,1021.22
2014-05-15T05:00:00Z,Light rain in the morning.,rain,2014-05-15T10:35:29Z,2014-05-16T01:15:11Z,0.53,0.0279,0.3607,2014-05-15T11:00:00Z,0.54,rain,NA,4.32,2014-05-15T12:00:00Z,12.68,2014-05-15T22:00:00Z,0.74,2014-05-15T12:00:00Z,12.68,2014-05-15T22:00:00Z,1.64,0.63,2.95,11,15.76,0.58,1016.68
2014-05-16T05:00:00Z,Partly cloudy overnight.,partly-cloudy-night,2014-05-16T10:34:28Z,2014-05-17T01:16:15Z,0.57,0,0.0254,2014-05-16T08:00:00Z,0,NA,NA,3.41,2014-05-16T11:00:00Z,10.17,2014-05-16T23:00:00Z,1.1,2014-05-16T11:00:00Z,10.17,2014-05-16T23:00:00Z,-0.68,0.6,0.89,21,16.09,0.36,1017.7
