time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,precipAccumulation,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,dewPoint,humidity,windSpeed,windBearing,visibility,cloudCover,pressure
2014-05-17T05:00:00Z,Partly cloudy until evening.,partly-cloudy-day,2014-05-17T10:33:29Z,2014-05-18T01:17:19Z,0.6,0,0,NA,0,NA,NA,3.79,2014-05-17T11:00:00Z,16.18,2014-05-17T21:00:00Z,0.86,2014-05-17T10:00:00Z,16.18,2014-05-17T21:00:00Z,-1.2,0.47,3.27,256,16.09,0.27,1018.75
2014-05-18T05:00:00Z,Partly cloudy in the afternoon.,partly-cloudy-day,2014-05-18T10:32:32Z,2014-05-19T01:18:22Z,0.64,0,0,NA,0,NA,NA,8.98,2014-05-18T10:00:00Z,21.51,2014-05-18T21:00:00Z,6.74,2014-05-18T10:00:00Z,21.51,2014-05-18T21:00:00Z,1.3,0.41,3.61,222,16.09,0.19,1020.63
2014-05-19T05:00:00Z,"Light rain until afternoon, starting again in the evening.",rain,2014-05-19T10:31:36Z,2014-05-20T01:19:24Z,0.68,0.0737,0.5867,2014-05-19T16:00:00Z,0.61,rain,NA,9.91,2014-05-19T11:00:00Z,17.96,2014-05-19T22:00:00Z,8.56,2014-05-19T11:00:00Z,17.96,2014-05-19T22:00:00Z,6.54,0.62,4.66,155,15.77,0.21,1018.34
2014-05-20T05:00:00Z,Partly cloudy in the afternoon.,partly-cloudy-day,2014-05-20T10:30:42Z,2014-05-21T01:20:25Z,0.72,0.0127,0.0737,2014-05-20T13:00:00Z,0.09,rain,NA,16.06,2014-05-20T10:00:00Z,28.91,2014-05-20T22:00:00Z,16.06,2014-05-20T10:00:00Z,28.69,2014-05-20T22:00:00Z,14.33,0.64,2.17,196,15.84,0.24,1009.83
2014-05-21T05:00:00Z,Foggy in the morning.,fog,2014-05-21T10:29:51Z,2014-05-22T01:21:26Z,0.75,0,0,NA,0,NA,NA,13.45,2014-05-21T11:00:00Z,28.17,2014-05-21T20:00:00Z,13.45,2014-05-21T11:00:00Z,27.17,2014-05-21T20:00:00Z,11.77,0.61,2.84,307,11.73,0.15,1011.48
2014-05-22T05:00:00Z,Partly cloudy until evening.,partly-cloudy-day,2014-05-22T10:29:00Z,2014-05-23T01:22:26Z,0.79,0,0,NA,0,NA,NA,10.61,2014-05-22T10:00:00Z,22.4,2014-05-22T22:00:00Z,10.61,2014-05-22T10:00:00Z,22.4,2014-05-22T22:00:00Z,7.36,0.56,2.7,329,16.09,0.17,1018.76
2014-05-23T05:00:00Z,"Partly cloudy starting in the afternoon, continuing until evening.",partly-cloudy-day,2014-05-23T10:28:12Z,2014-05-24T01:23:24Z,0.83,0,0,NA,0,NA,NA,8.92,2014-05-23T10:00:00Z,21.56,2014-05-23T22:00:00Z,7.51,2014-05-23T09:00:00Z,21.56,2014-05-23T22:00:00Z,7.3,0.59,2.07,22,16,0.16,1022.35
2014-05-24T05:00:00Z,Clear throughout the day.,clear-day,2014-05-24T10:27:26Z,2014-05-25T01:24:22Z,0.87,0,0,NA,0,NA,NA,7.23,2014-05-24T10:00:00Z,23.64,2014-05-24T22:00:00Z,7.23,2014-05-24T10:00:00Z,23.64,2014-05-24T22:00:00Z,6.22,0.53,1.88,146,16.08,0.08,1022.19
2014-05-25T05:00:00Z,Partly cloudy overnight.,partly-cloudy-night,2014-05-25T10:26:41Z,2014-05-26T01:25:19Z,0.9,0,0,NA,0,NA,NA,9.18,2014-05-25T10:00:00Z,27.72,2014-05-25T20:00:00Z,7.72,2014-05-25T10:00:00Z,26.86,2014-05-25T20:00:00Z,8.57,0.52,2.69,182,16.05,0.09,1018.39
2014-05-26T05:00:00Z,"Heavy rain starting in the afternoon, continuing until evening.",rain,2014-05-26T10:25:59Z,2014-05-27T01:26:15Z,0.94,0.2819,5.649,2014-05-26T22:00:00Z,0.84,rain,NA,19.79,2014-05-26T11:00:00Z,27.58,2014-05-26T19:00:00Z,19.79,2014-05-26T11:00:00Z,28.53,2014-05-26T19:00:00Z,16.89,0.7,2.94,204,15.51,0.3,1014.18
2014-05-27T05:00:00Z,Rain in the morning and afternoon.,rain,2014-05-27T10:25:18Z,2014-05-28T01:27:10Z,0.97,0.696,4.0437,2014-05-27T13:00:00Z,0.82,rain,NA,17.07,2014-05-28T04:00:00Z,27.01,2014-05-27T19:00:00Z,17.07,2014-05-28T04:00:00Z,27.99,2014-05-27T19:00:00Z,18.46,0.83,1.11,166,12.57,0.29,1012.32
2014-05-28T05:00:00Z,Partly cloudy in the morning.,partly-cloudy-day,2014-05-28T10:24:39Z,2014-05-29T01:28:03Z,0.01,0.0229,0.4064,2014-05-28T05:00:00Z,0.56,rain,NA,14.17,2014-05-29T04:00:00Z,22.66,2014-05-28T22:00:00Z,14.17,2014-05-29T04:00:00Z,22.66,2014-05-28T22:00:00Z,10.71,0.65,3.25,58,15.42,0.24,1016.5
2014-05-29T05:00:00Z,Drizzle in the afternoon.,rain,2014-05-29T10:24:03Z,2014-05-30T01:28:55Z,0.04,0.0127,0.1575,2014-05-29T19:00:00Z,0.28,rain,NA,11.83,2014-05-29T11:00:00Z,26.44,2014-05-29T22:00:00Z,11.83,2014-05-29T11:00:00Z,26.44,2014-05-29T22:00:00Z,11.98,0.66,2.33,80,16.08,0.14,1019.37
2014-05-30T05:00:00Z,Clear throughout the day.,clear-day,2014-05-30T10:23:28Z,2014-05-31T01:29:46Z,0.07,0,0,NA,0,NA,NA,11.12,2014-05-30T10:00:00Z,28.06,2014-05-30T21:00:00Z,11.12,2014-05-30T10:00:00Z,27.84,2014-05-30T21:00:00Z,12.01,0.63,2.31,98,15.88,0.09,1020.93
2014-05-31T05:00:00Z,Clear throughout the day.,clear-day,2014-05-31T10:22:55Z,2014-06-01T01:30:36Z,0.1,0,0,NA,0,NA,NA,12.92,2014-05-31T11:00:00Z,30.29,2014-05-31T22:00:00Z,12.92,2014-05-31T11:00:00Z,28.91,2014-05-31T22:00:00Z,11.17,0.51,3.39,153,16.08,0.12,1019.59
2014-06-01T05:00:00Z,Heavy rain starting in the afternoon.,rain,2014-06-01T10:22:25Z,2014-06-02T01:31:25Z,0.13,1.5926,13.7262,2014-06-02T02:00:00Z,0.9,rain,NA,20.83,2014-06-02T04:00:00Z,29.79,2014-06-01T20:00:00Z,20.83,2014-06-02T04:00:00Z,30.66,2014-06-01T20:00:00Z,16.54,0.63,3.6,189,14.9,0.23,1013.25
2014-06-02T05:00:00Z,Heavy rain in the morning.,rain,2014-06-02T10:21:56Z,2014-06-03T01:32:12Z,0.16,1.1455,12.2987,2014-06-02T15:00:00Z,0.89,rain,NA,18.64,2014-06-02T15:00:00Z,26.16,2014-06-02T21:00:00Z,18.64,2014-06-02T15:00:00Z,26.16,2014-06-02T21:00:00Z,18.06,0.75,4.27,218,15.19,0.34,1007.57
2014-06-03T05:00:00Z,Mostly cloudy overnight.,partly-cloudy-night,2014-06-03T10:21:30Z,2014-06-04T01:32:57Z,0.19,0,0,NA,0,NA,NA,16.56,2014-06-03T11:00:00Z,24.28,2014-06-03T21:00:00Z,16.56,2014-06-03T11:00:00Z,24.28,2014-06-03T21:00:00Z,11.38,0.57,3.64,274,16.09,0.1,1012.04
2014-06-04T05:00:00Z,Drizzle in the morning.,rain,2014-06-04T10:21:05Z,2014-06-05T01:33:41Z,0.22,0.0483,0.3632,2014-06-04T15:00:00Z,0.54,rain,NA,14.79,2014-06-05T04:00:00Z,20.78,2014-06-04T23:00:00Z,14.79,2014-06-05T04:00:00Z,20.78,2014-06-04T23:00:00Z,14.02,0.77,1.88,107,15.61,0.39,1011.55
2014-06-05T05:00:00Z,Partly cloudy in the morning.,partly-cloudy-day,2014-06-05T10:20:43Z,2014-06-06T01:34:24Z,0.25,0,0,NA,0,NA,NA,11.42,2014-06-05T10:00:00Z,24.83,2014-06-05T21:00:00Z,11.42,2014-06-05T10:00:00Z,24.83,2014-06-05T21:00:00Z,9.42,0.6,1.71,147,13.13,0.17,1014.27
2014-06-06T05:00:00Z,Partly cloudy in the afternoon.,partly-cloudy-day,2014-06-06T10:20:23Z,2014-06-07T01:35:05Z,0.28,0,0,NA,0,NA,NA,16.78,2014-06-06T10:00:00Z,27.07,2014-06-06T21:00:00Z,16.78,2014-06-06T10:00:00Z,26.75,2014-06-06T21:00:00Z,10.16,0.49,2.2,200,16,0.17,1014.5
2014-06-07T05:00:00Z,Rain starting in the evening.,rain,2014-06-07T10:20:05Z,2014-06-08T01:35:44Z,0.31,0.1829,1.4503,2014-06-08T00:00:00Z,0.72,rain,NA,13.91,2014-06-07T10:00:00Z,26.51,2014-06-07T18:00:00Z,13.91,2014-06-07T10:00:00Z,26.51,2014-06-07T18:00:00Z,12.37,0.63,1,160,15.87,0.17,1013.65
2014-06-08T05:00:00Z,Clear throughout the day.,clear-day,2014-06-08T10:19:49Z,2014-06-09T01:36:22Z,0.34,0,0,NA,0,NA,NA,14.55,2014-06-08T12:00:00Z,22.45,2014-06-08T21:00:00Z,14.55,2014-06-08T12:00:00Z,22.45,2014-06-08T21:00:00Z,11.48,0.69,3.14,27,15.45,0.24,1016.21
2014-06-09T05:00:00Z,Clear throughout the day.,clear-day,2014-06-09T10:19:35Z,2014-06-10T01:36:58Z,0.38,0,0,NA,0,NA,NA,10.17,2014-06-09T10:00:00Z,24.72,2014-06-09T21:00:00Z,10.17,2014-06-09T10:00:00Z,24.72,2014-06-09T21:00:00Z,10.03,0.62,2.29,67,16.08,0.13,1015.87
2014-06-10T05:00:00Z,Clear throughout the day.,clear-day,2014-06-10T10:19:23Z,2014-06-11T01:37:33Z,0.41,0.0127,0.1219,2014-06-11T02:00:00Z,0.19,rain,NA,14.17,2014-06-10T09:00:00Z,20.56,2014-06-10T21:00:00Z,14.17,2014-06-10T09:00:00Z,20.56,2014-06-10T21:00:00Z,10.63,0.64,3.35,50,15.96,0.16,1013.32
2014-06-11T05:00:00Z,Drizzle in the morning.,rain,2014-06-11T10:19:14Z,2014-06-12T01:38:05Z,0.44,0.0381,0.2311,2014-06-11T12:00:00Z,0.47,rain,NA,15.37,2014-06-12T04:00:00Z,21.76,2014-06-11T22:00:00Z,15.37,2014-06-12T04:00:00Z,21.76,2014-06-11T22:00:00Z,13.59,0.76,4.26,27,15.27,0.38,1008.27
2014-06-12T05:00:00Z,Partly cloudy until afternoon.,partly-cloudy-day,2014-06-12T10:19:06Z,2014-06-13T01:38:36Z,0.48,0,0,NA,0,NA,NA,12.39,2014-06-12T09:00:00Z,23.06,2014-06-12T18:00:00Z,12.39,2014-06-12T09:00:00Z,23.06,2014-06-12T18:00:00Z,11.53,0.68,2.87,279,14.36,0.16,1008.37
2014-06-13T05:00:00Z,Clear throughout the day.,clear-day,2014-06-13T10:19:01Z,2014-06-14T01:39:05Z,0.52,0,0,NA,0,NA,NA,11.29,2014-06-13T11:00:00Z,23.17,2014-06-13T22:00:00Z,11.29,2014-06-13T11:00:00Z,23.17,2014-06-13T22:00:00Z,4.51,0.47,3.58,314,16.09,0.08,1014.74
2014-06-14T05:00:00Z,Clear throughout the day.,clear-day,2014-06-14T10:18:57Z,2014-06-15T01:39:32Z,0.56,0,0,NA,0,NA,NA,10.52,2014-06-14T07:00:00Z,25.78,2014-06-14T20:00:00Z,10.52,2014-06-14T07:00:00Z,25.78,2014-06-14T20:00:00Z,7.62,0.51,4.09,158,16.09,0.12,1015.88
2014-06-15T05:00:00Z,"Breezy until afternoon and partly cloudy starting in the afternoon, continuing until evening.",wind,2014-06-15T10:18:56Z,2014-06-16T01:39:57Z,0.59,0,0,NA,0,NA,NA,17.28,2014-06-15T10:00:00Z,28.17,2014-06-15T21:00:00Z,17.28,2014-06-15T10:00:00Z,28.48,2014-06-15T21:00:00Z,12.39,0.53,5.54,182,16.09,0.21,1009.69
2014-06-16T05:00:00Z,Heavy rain overnight.,rain,2014-06-16T10:18:57Z,2014-06-17T01:40:20Z,0.63,0.0102,0.2388,2014-06-17T04:00:00Z,0.48,rain,NA,16.12,2014-06-16T11:00:00Z,29.94,2014-06-16T21:00:00Z,16.12,2014-06-16T11:00:00Z,29.29,2014-06-16T21:00:00Z,15.3,0.59,2.92,190,16.05,0.15,1013.88
2014-06-17T05:00:00Z,Rain in the morning.,rain,2014-06-17T10:19:00Z,2014-06-18T01:40:41Z,0.67,0.5817,5.9157,2014-06-17T05:00:00Z,0.85,rain,NA,19.4,2014-06-17T11:00:00Z,28.79,2014-06-17T23:00:00Z,19.4,2014-06-17T11:00:00Z,29.82,2014-06-17T23:00:00Z,18.33,0.74,1.93,210,15.26,0.27,1009.96
2014-06-18T05:00:00Z,Heavy rain in the morning and overnight.,rain,2014-06-18T10:19:05Z,2014-06-19T01:41:01Z,0.71,0.8306,9.7536,2014-06-18T13:00:00Z,0.88,rain,NA,17.88,2014-06-18T14:00:00Z,25.26,2014-06-18T22:00:00Z,17.88,2014-06-18T14:00:00Z,25.26,2014-06-18T22:00:00Z,18.24,0.78,2.05,81,15.56,0.28,1013.03
2014-06-19T05:00:00Z,Rain in the morning and evening.,rain,2014-06-19T10:19:13Z,2014-06-20T01:41:18Z,0.74,0.4089,1.745,2014-06-19T09:00:00Z,0.74,rain,NA,18.01,2014-06-19T08:00:00Z,23.23,2014-06-19T20:00:00Z,18.01,2014-06-19T08:00:00Z,23.23,2014-06-19T20:00:00Z,17.71,0.87,3.49,104,11.01,0.47,1017.61
2014-06-20T05:00:00Z,Heavy rain in the morning.,rain,2014-06-20T10:19:22Z,2014-06-21T01:41:33Z,0.78,0.5766,6.9647,2014-06-20T10:00:00Z,0.86,rain,NA,18.96,2014-06-21T04:00:00Z,27.84,2014-06-20T23:00:00Z,18.96,2014-06-21T04:00:00Z,28.84,2014-06-20T23:00:00Z,18.86,0.8,0.71,353,13.16,0.4,1014.28
2014-06-21T05:00:00Z,Drizzle in the afternoon.,rain,2014-06-21T10:19:33Z,2014-06-22T01:41:46Z,0.82,0.0254,0.2311,2014-06-21T20:00:00Z,0.47,rain,NA,17.45,2014-06-21T11:00:00Z,26.36,2014-06-22T00:00:00Z,17.45,2014-06-21T11:00:00Z,26.36,2014-06-22T00:00:00Z,18.21,0.85,1.87,157,10.12,0.32,1012.96
2014-06-22T05:00:00Z,Partly cloudy in the afternoon.,partly-cloudy-day,2014-06-22T10:19:46Z,2014-06-23T01:41:57Z,0.85,0.0483,1.0897,2014-06-23T00:00:00Z,0.68,rain,NA,16.63,2014-06-22T10:00:00Z,26.77,2014-06-22T20:00:00Z,16.63,2014-06-22T10:00:00Z,28.14,2014-06-22T20:00:00Z,18.55,0.82,0.81,129,13.55,0.17,1011.62
2014-06-23T05:00:00Z,Partly cloudy until evening.,partly-cloudy-day,2014-06-23T10:20:02Z,2014-06-24T01:42:06Z,0.89,0.0076,0.1549,2014-06-23T08:00:00Z,0.27,rain,NA,18.93,2014-06-23T11:00:00Z,26.74,2014-06-23T23:00:00Z,18.93,2014-06-23T11:00:00Z,27.95,2014-06-23T23:00:00Z,18.79,0.8,0.84,244,13.9,0.3,1009.97
2014-06-24T05:00:00Z,Partly cloudy in the afternoon.,partly-cloudy-day,2014-06-24T10:20:19Z,2014-06-25T01:42:13Z,0.92,0,0,NA,0,NA,NA,18.45,2014-06-24T10:00:00Z,28.8,2014-06-24T21:00:00Z,18.45,2014-06-24T10:00:00Z,28.87,2014-06-24T21:00:00Z,17.34,0.7,2.24,302,14.26,0.21,1011.1
2014-06-25T05:00:00Z,Partly cloudy starting in the afternoon.,partly-cloudy-day,2014-06-25T10:20:38Z,2014-06-26T01:42:18Z,0.95,0.0025,0.0229,2014-06-25T19:00:00Z,0.01,rain,NA,17.68,2014-06-26T04:00:00Z,23.75,2014-06-25T21:00:00Z,17.68,2014-06-26T04:00:00Z,23.75,2014-06-25T21:00:00Z,17.26,0.82,2.09,48,12.04,0.27,1015.12
2014-06-26T05:00:00Z,Partly cloudy overnight.,partly-cloudy-night,2014-06-26T10:20:59Z,2014-06-27T01:42:20Z,0.98,0,0,NA,0,NA,NA,16.07,2014-06-26T08:00:00Z,26.07,2014-06-26T21:00:00Z,16.07,2014-06-26T08:00:00Z,26.07,2014-06-26T21:00:00Z,16.1,0.77,2.6,107,13.24,0.3,1017.28
2014-06-27T05:00:00Z,Partly cloudy until afternoon.,partly-cloudy-day,2014-06-27T10:21:22Z,2014-06-28T01:42:21Z,0.02,0,0,NA,0,NA,NA,17.9,2014-06-27T10:00:00Z,29.74,2014-06-27T21:00:00Z,17.9,2014-06-27T10:00:00Z,31.08,2014-06-27T21:00:00Z,17.73,0.68,4.67,156,15.98,0.24,1014.58
2014-06-28T05:00:00Z,"Breezy starting in the afternoon, continuing until evening, and rain overnight.",rain,2014-06-28T10:21:47Z,2014-06-29T01:42:19Z,0.05,0.0051,0.0533,2014-06-28T23:00:00Z,0.05,rain,NA,21.57,2014-06-28T10:00:00Z,29.34,2014-06-28T20:00:00Z,21.57,2014-06-28T10:00:00Z,31.98,2014-06-28T20:00:00Z,20.22,0.73,5.56,170,16.09,0.22,1013.04
2014-06-29T05:00:00Z,Heavy rain in the morning and overnight.,rain,2014-06-29T10:22:14Z,2014-06-30T01:42:15Z,0.08,0.6883,9.0475,2014-06-30T04:00:00Z,0.88,rain,NA,19.06,2014-06-29T10:00:00Z,27.85,2014-06-29T22:00:00Z,19.06,2014-06-29T10:00:00Z,29.33,2014-06-29T22:00:00Z,19.2,0.76,4.38,205,15.05,0.3,1010.68
2014-06-30T05:00:00Z,Rain starting in the evening.,rain,2014-06-30T10:22:42Z,2014-07-01T01:42:09Z,0.11,0.5715,3.0328,2014-07-01T00:00:00Z,0.79,rain,NA,19.07,2014-07-01T00:00:00Z,29.29,2014-06-30T19:00:00Z,19.07,2014-07-01T00:00:00Z,32.87,2014-06-30T19:00:00Z,19.65,0.84,3.87,201,14.58,0.26,1006.86
2014-07-01T05:00:00Z,Partly cloudy until evening.,partly-cloudy-day,2014-07-01T10:23:12Z,2014-07-02T01:42:01Z,0.14,0.0076,0.1727,2014-07-01T22:00:00Z,0.32,rain,NA,18.24,2014-07-01T10:00:00Z,25.22,2014-07-01T20:00:00Z,18.24,2014-07-01T10:00:00Z,25.22,2014-07-01T20:00:00Z,16.11,0.74,5.02,243,15.98,0.31,1004.46
2014-07-02T05:00:00Z,Clear throughout the day.,clear-day,2014-07-02T10:23:44Z,2014-07-03T01:41:50Z,0.17,0.0152,0.1803,2014-07-02T14:00:00Z,0.34,rain,NA,14.17,2014-07-02T11:00:00Z,18.64,2014-07-02T18:00:00Z,14.17,2014-07-02T11:00:00Z,18.64,2014-07-02T18:00:00Z,12.81,0.79,2.78,300,14.9,0.25,1012.58
2014-07-03T05:00:00Z,Clear throughout the day.,clear-day,2014-07-03T10:24:18Z,2014-07-04T01:41:38Z,0.2,0,0.0254,2014-07-03T07:00:00Z,0,NA,NA,11.18,2014-07-03T11:00:00Z,23.74,2014-07-03T23:00:00Z,11.18,2014-07-03T11:00:00Z,23.74,2014-07-03T23:00:00Z,9.81,0.62,2.32,319,15.77,0.06,1020
2014-07-04T05:00:00Z,"Partly cloudy starting in the afternoon, continuing until evening.",partly-cloudy-day,2014-07-04T10:24:53Z,2014-07-05T01:41:23Z,0.23,0,0,NA,0,NA,NA,13.03,2014-07-04T10:00:00Z,26.07,2014-07-04T21:00:00Z,13.03,2014-07-04T10:00:00Z,26.07,2014-07-04T21:00:00Z,10.23,0.57,1.02,285,16.09,0.12,1024.75
2014-07-05T05:00:00Z,Partly cloudy starting in the evening.,partly-cloudy-night,2014-07-05T10:25:30Z,2014-07-06T01:41:06Z,0.26,0,0,NA,0,NA,NA,14.52,2014-07-05T09:00:00Z,24.11,2014-07-05T18:00:00Z,14.52,2014-07-05T09:00:00Z,24.11,2014-07-05T18:00:00Z,13.19,0.66,4.1,193,16.09,0.2,1020.82
2014-07-06T05:00:00Z,Partly cloudy in the evening.,partly-cloudy-day,2014-07-06T10:26:09Z,2014-07-07T01:40:47Z,0.29,0.0076,0.1981,2014-07-07T04:00:00Z,0.38,rain,NA,17.94,2014-07-06T10:00:00Z,27.3,2014-07-06T23:00:00Z,17.94,2014-07-06T10:00:00Z,29.82,2014-07-06T23:00:00Z,18.98,0.79,3.62,207,15.61,0.42,1009.78
2014-07-07T05:00:00Z,Rain overnight.,rain,2014-07-07T10:26:49Z,2014-07-08T01:40:26Z,0.33,0.0279,0.5232,2014-07-08T04:00:00Z,0.59,rain,NA,19.84,2014-07-07T11:00:00Z,28.28,2014-07-07T20:00:00Z,19.84,2014-07-07T11:00:00Z,28.35,2014-07-07T20:00:00Z,17.66,0.67,2.47,256,15.85,0.11,1005.94
2014-07-08T05:00:00Z,Partly cloudy until evening.,partly-cloudy-day,2014-07-08T10:27:30Z,2014-07-09T01:40:03Z,0.36,0.3505,4.3282,2014-07-08T06:00:00Z,0.82,rain,NA,17.47,2014-07-09T04:00:00Z,25.38,2014-07-08T20:00:00Z,17.47,2014-07-09T04:00:00Z,25.38,2014-07-08T20:00:00Z,15.2,0.7,3.76,289,15.48,0.34,1005.47
2014-07-09T05:00:00Z,Partly cloudy until evening.,partly-cloudy-day,2014-07-09T10:28:13Z,2014-07-10T01:39:37Z,0.4,0,0,NA,0,NA,NA,14.46,2014-07-09T09:00:00Z,23.79,2014-07-09T20:00:00Z,14.46,2014-07-09T09:00:00Z,23.79,2014-07-09T20:00:00Z,11.84,0.66,3.08,315,16.08,0.2,1014.04
2014-07-10T05:00:00Z,Partly cloudy until evening.,partly-cloudy-day,2014-07-10T10:28:57Z,2014-07-11T01:39:09Z,0.43,0,0,NA,0,NA,NA,12.12,2014-07-10T11:00:00Z,26.56,2014-07-10T22:00:00Z,12.12,2014-07-10T11:00:00Z,26.56,2014-07-10T22:00:00Z,13.12,0.66,2.68,170,16.08,0.15,1019.81
2014-07-11T05:00:00Z,Partly cloudy starting in the evening.,partly-cloudy-night,2014-07-11T10:29:43Z,2014-07-12T01:38:40Z,0.47,0,0,NA,0,NA,NA,16.57,2014-07-11T10:00:00Z,24.39,2014-07-11T22:00:00Z,16.57,2014-07-11T10:00:00Z,24.39,2014-07-11T22:00:00Z,14.02,0.64,3.73,179,16.09,0.17,1020.08
2014-07-12T05:00:00Z,Rain starting in the evening.,rain,2014-07-12T10:30:30Z,2014-07-13T01:38:08Z,0.52,0.1651,2.4206,2014-07-13T02:00:00Z,0.77,rain,NA,19.45,2014-07-13T04:00:00Z,25.13,2014-07-12T20:00:00Z,19.45,2014-07-13T04:00:00Z,25.13,2014-07-12T20:00:00Z,19.03,0.8,1.27,194,14.07,0.32,1014.84
2014-07-13T05:00:00Z,Partly cloudy until evening.,partly-cloudy-day,2014-07-13T10:31:18Z,2014-07-14T01:37:34Z,0.55,0.0127,0.0483,2014-07-13T19:00:00Z,0.04,rain,NA,16.69,2014-07-14T04:00:00Z,27.62,2014-07-13T20:00:00Z,16.69,2014-07-14T04:00:00Z,27.91,2014-07-13T20:00:00Z,16.29,0.73,3,291,15.5,0.25,1012.26
2014-07-14T05:00:00Z,"Partly cloudy starting in the afternoon, continuing until evening.",partly-cloudy-day,2014-07-14T10:32:07Z,2014-07-15T01:36:58Z,0.58,0.0457,1.0897,2014-07-15T00:00:00Z,0.68,rain,NA,13.89,2014-07-14T11:00:00Z,23.67,2014-07-14T17:00:00Z,13.89,2014-07-14T11:00:00Z,23.67,2014-07-14T17:00:00Z,11.19,0.66,2.82,293,16.01,0.25,1011.03
2014-07-15T05:00:00Z,Partly cloudy in the morning.,partly-cloudy-day,2014-07-15T10:32:58Z,2014-07-16T01:36:20Z,0.62,0.1168,2.5679,2014-07-15T22:00:00Z,0.78,rain,NA,12.06,2014-07-15T07:00:00Z,18.29,2014-07-15T19:00:00Z,12.06,2014-07-15T07:00:00Z,18.29,2014-07-15T19:00:00Z,10.97,0.77,3.55,313,15.98,0.28,1013.68
2014-07-16T05:00:00Z,Partly cloudy throughout the day.,partly-cloudy-day,2014-07-16T10:33:50Z,2014-07-17T01:35:40Z,0.66,0,0,NA,0,NA,NA,9.84,2014-07-16T11:00:00Z,22.62,2014-07-16T21:00:00Z,8.09,2014-07-16T10:00:00Z,22.62,2014-07-16T21:00:00Z,9.69,0.69,2.09,336,14.87,0.2,1016.58
2014-07-17T05:00:00Z,Partly cloudy in the afternoon.,partly-cloudy-day,2014-07-17T10:34:42Z,2014-07-18T01:34:58Z,0.7,0,0,NA,0,NA,NA,10.07,2014-07-17T10:00:00Z,24.62,2014-07-17T21:00:00Z,10.07,2014-07-17T10:00:00Z,24.62,2014-07-17T21:00:00Z,9.83,0.63,0.71,204,15.92,0.15,1018.61
2014-07-18T05:00:00Z,Partly cloudy in the afternoon.,partly-cloudy-day,2014-07-18T10:35:36Z,2014-07-19T01:34:14Z,0.73,0,0,NA,0,NA,NA,12.6,2014-07-18T11:00:00Z,26.33,2014-07-18T22:00:00Z,12.6,2014-07-18T11:00:00Z,26.33,2014-07-18T22:00:00Z,13.04,0.65,2.45,176,16.09,0.16,1019.55
2014-07-19T05:00:00Z,Partly cloudy in the afternoon.,partly-cloudy-day,2014-07-19T10:36:31Z,2014-07-20T01:33:28Z,0.77,0,0,NA,0,NA,NA,15.35,2014-07-19T11:00:00Z,26.44,2014-07-19T21:00:00Z,15.35,2014-07-19T11:00:00Z,26.44,2014-07-19T21:00:00Z,14.1,0.64,2.94,181,16.09,0.17,1017.4
2014-07-20T05:00:00Z,"Partly cloudy starting in the afternoon, continuing until evening.",partly-cloudy-day,2014-07-20T10:37:26Z,2014-07-21T01:32:41Z,0.8,0,0,NA,0,NA,NA,16.32,2014-07-20T11:00:00Z,27.33,2014-07-20T19:00:00Z,16.32,2014-07-20T11:00:00Z,27.72,2014-07-20T19:00:00Z,15.31,0.67,3.56,190,16.06,0.13,1015.98
2014-07-21T05:00:00Z,Partly cloudy overnight.,partly-cloudy-night,2014-07-21T10:38:23Z,2014-07-22T01:31:51Z,0.84,0,0,NA,0,NA,NA,18.39,2014-07-21T11:00:00Z,29.98,2014-07-21T21:00:00Z,18.39,2014-07-21T11:00:00Z,31.27,2014-07-21T21:00:00Z,17.79,0.67,4.39,184,15.84,0.12,1016.35
2014-07-22T05:00:00Z,Partly cloudy until evening.,partly-cloudy-day,2014-07-22T10:39:20Z,2014-07-23T01:30:59Z,0.87,0,0,NA,0,NA,NA,22.73,2014-07-22T10:00:00Z,32.73,2014-07-22T22:00:00Z,22.73,2014-07-22T10:00:00Z,37.66,2014-07-22T22:00:00Z,20.74,0.69,3.02,224,15.32,0.22,1013.81
2014-07-23T05:00:00Z,Partly cloudy until evening.,partly-cloudy-day,2014-07-23T10:40:19Z,2014-07-24T01:30:06Z,0.9,0,0,NA,0,NA,NA,15.66,2014-07-23T11:00:00Z,26.01,2014-07-23T20:00:00Z,15.66,2014-07-23T11:00:00Z,26.01,2014-07-23T20:00:00Z,13.44,0.64,3.56,26,16.08,0.19,1020.78
2014-07-24T05:00:00Z,Partly cloudy in the afternoon.,partly-cloudy-day,2014-07-24T10:41:18Z,2014-07-25T01:29:11Z,0.93,0,0,NA,0,NA,NA,11.23,2014-07-24T11:00:00Z,25.44,2014-07-24T22:00:00Z,11.23,2014-07-24T11:00:00Z,25.44,2014-07-24T22:00:00Z,11.13,0.63,1,147,16.09,0.21,1020.06
